methods.-Global|||Change|||Biol.|||10:|||1618-1626. normal hasYear noLongAuthorLine period TOKEN-methods.-Global m me met meth l al bal obal others nonNum 0 no no no no no no TOKEN-Change C Ch Cha Chan e ge nge ange InitCap nonNum 32 no no no no no publisherName TOKEN-1618-1626. 1 16 161 1618 . 6. 26. 626. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
Araijo,|||M.|||B.|||et|||al.|||2005.|||Validation|||of|||species-climate|||impact normal hasYear noLongAuthorLine other TOKEN-Araijo, A Ar Ara Arai , o, jo, ijo, InitCap nonNum 0 no no no no no no TOKEN-M. M M. M. M. . M. M. M. singleCap nonNum 0 no no no no no no TOKEN-impact i im imp impa t ct act pact others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
models|||under|||climate|||change.-Global|||Change|||Biol.|||11: normal noYear noLongAuthorLine colon TOKEN-models m mo mod mode s ls els dels others nonNum 0 no no no no no no TOKEN-under u un und unde r er der nder others nonNum 0 no no no no no no TOKEN-11: 1 11 11: 11: : 1: 11: 11: others 2dig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
1504-1513. normal hasYear noLongAuthorLine period TOKEN-1504-1513. 1 15 150 1504 . 3. 13. 513. others possiblePage 0 no no no no no no TOKEN-EMPTY E EM EMP EMPT Y TY PTY MPTY AllCap nonNum 0 no no no no no no TOKEN-1504-1513. 1 15 150 1504 . 3. 13. 513. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
Austin,|||M.|||P.|||2002.|||Spatial|||prediction|||of|||species|||distribution:|||an normal hasYear noLongAuthorLine other TOKEN-Austin, A Au Aus Aust , n, in, tin, InitCap nonNum 23 maleName femaleName lastName no placeName no TOKEN-M. M M. M. M. . M. M. M. singleCap nonNum 0 no no no no no no TOKEN-an a an an an n an an an others nonNum 36 no no lastName no no publisherName xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
interface|||between|||ecological|||theory|||and|||statistical|||model- normal noYear noLongAuthorLine hyphen TOKEN-interface i in int inte e ce ace face others nonNum 0 no no no no no no TOKEN-between b be bet betw n en een ween others nonNum 0 no no no no no no TOKEN-model- m mo mod mode - l- el- del- others nonNum 4 no no lastName no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
ling.-Ecol.|||Modell.|||157:|||101-118. normal noYear noLongAuthorLine period TOKEN-ling.-Ecol. l li lin ling . l. ol. col. others nonNum 0 no no no no no no TOKEN-Modell. M Mo Mod Mode . l. ll. ell. InitCap nonNum 0 no no no no no no TOKEN-101-118. 1 10 101 101- . 8. 18. 118. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
Austin,|||M.|||P.|||and|||Cunningham,|||R.|||B.|||1981.|||Observational normal hasYear noLongAuthorLine other TOKEN-Austin, A Au Aus Aust , n, in, tin, InitCap nonNum 23 maleName femaleName lastName no placeName no TOKEN-M. M M. M. M. . M. M. M. singleCap nonNum 0 no no no no no no TOKEN-Observational O Ob Obs Obse l al nal onal InitCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
analysis|||of|||environmental|||gradients.-Proc.|||Ecol.|||Soc.|||Aust. normal noYear noLongAuthorLine period TOKEN-analysis a an ana anal s is sis ysis others nonNum 0 no no no no no no TOKEN-of o of of of f of of of others nonNum 48 no no no no placeName publisherName TOKEN-Aust. A Au Aus Aust . t. st. ust. InitCap nonNum 4 no no lastName no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
11:|||109-119. normal noYear noLongAuthorLine period TOKEN-11: 1 11 11: 11: : 1: 11: 11: others 2dig 0 no no no no no no TOKEN-109-119. 1 10 109 109- . 9. 19. 119. others possiblePage 0 no no no no no no TOKEN-109-119. 1 10 109 109- . 9. 19. 119. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
Austin,|||M.|||P.|||et|||al.|||1994.|||Determining|||species|||response normal hasYear noLongAuthorLine other TOKEN-Austin, A Au Aus Aust , n, in, tin, InitCap nonNum 23 maleName femaleName lastName no placeName no TOKEN-M. M M. M. M. . M. M. M. singleCap nonNum 0 no no no no no no TOKEN-response r re res resp e se nse onse others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
functions|||to|||an|||environmental|||gradient|||by|||means|||of|||a normal noYear noLongAuthorLine other TOKEN-functions f fu fun func s ns ons ions others nonNum 0 no no no no no no TOKEN-to t to to to o to to to others nonNum 36 no no lastName no no publisherName TOKEN-a a a a a a a a a others nonNum 32 no no no no no publisherName xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
beta-function.-J.|||Veg.|||Sci.|||5:|||215-228. normal noYear noLongAuthorLine period TOKEN-beta-function.-J. b be bet beta . J. -J. .-J. others nonNum 0 no no no no no no TOKEN-Veg. V Ve Veg Veg. . g. eg. Veg. InitCap nonNum 0 no no no no no no TOKEN-215-228. 2 21 215 215- . 8. 28. 228. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
Austin,|||M.|||P.|||et|||al.|||1995.|||Modelling|||of|||landscape|||patterns|||and normal hasYear noLongAuthorLine other TOKEN-Austin, A Au Aus Aust , n, in, tin, InitCap nonNum 23 maleName femaleName lastName no placeName no TOKEN-M. M M. M. M. . M. M. M. singleCap nonNum 0 no no no no no no TOKEN-and a an and and d nd and and others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
processes|||using|||biological|||data.|||Subproject|||5:|||simulated|||data normal noYear noLongAuthorLine other TOKEN-processes p pr pro proc s es ses sses others nonNum 0 no no no no no no TOKEN-using u us usi usin g ng ing sing others nonNum 0 no no no no no no TOKEN-data d da dat data a ta ata data others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
case|||study.-In:|||Division|||of|||Wildlife|||and|||Ecology,|||CSIRO. normal noYear noLongAuthorLine period TOKEN-case c ca cas case e se ase case others nonNum 5 maleName no lastName no no no TOKEN-study.-In: s st stu stud : n: In: -In: others nonNum 0 no no no no no no TOKEN-CSIRO. C CS CSI CSIR . O. RO. IRO. AllCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
Bakkenes,|||M.|||et|||al.|||2002.|||Assessing|||effects|||of|||forecasted|||climate normal hasYear noLongAuthorLine other TOKEN-Bakkenes, B Ba Bak Bakk , s, es, nes, InitCap nonNum 0 no no no no no no TOKEN-M. M M. M. M. . M. M. M. singleCap nonNum 0 no no no no no no TOKEN-climate c cl cli clim e te ate mate others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
change|||on|||the|||diversity|||and|||distribution|||of|||European|||higher normal noYear noLongAuthorLine other TOKEN-change c ch cha chan e ge nge ange others nonNum 32 no no no no no publisherName TOKEN-on o on on on n on on on others nonNum 4 no no lastName no no no TOKEN-higher h hi hig high r er her gher others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
plants|||for|||2050.-Global|||Change|||Biol.|||8:|||390-407. normal hasYear noLongAuthorLine period TOKEN-plants p pl pla plan s ts nts ants others nonNum 4 no no lastName no no no TOKEN-for f fo for for r or for for others nonNum 32 no no no no no publisherName TOKEN-390-407. 3 39 390 390- . 7. 07. 407. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
Barry,|||S.|||C.|||and|||Elith,|||J.|||in|||press.|||Error|||and|||uncertainty|||in normal noYear noLongAuthorLine other TOKEN-Barry, B Ba Bar Barr , y, ry, rry, InitCap nonNum 23 maleName femaleName lastName no placeName no TOKEN-S. S S. S. S. . S. S. S. singleCap nonNum 32 no no no no no publisherName TOKEN-in i in in in n in in in others nonNum 4 no no lastName no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
habitat|||models.-J.|||Appl.|||Ecol. normal noYear noLongAuthorLine period TOKEN-habitat h ha hab habi t at tat itat others nonNum 0 no no no no no no TOKEN-models.-J. m mo mod mode . J. -J. .-J. others nonNum 0 no no no no no no TOKEN-Ecol. E Ec Eco Ecol . l. ol. col. InitCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
Bio,|||A.|||M.|||F.|||2000.|||Does|||vegetation|||suit|||our|||models?|||Data|||and normal hasYear noLongAuthorLine other TOKEN-Bio, B Bi Bio Bio, , o, io, Bio, InitCap nonNum 4 no no lastName no no no TOKEN-A. A A. A. A. . A. A. A. singleCap nonNum 32 no no no no no publisherName TOKEN-and a an and and d nd and and others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
model|||assumptions|||and|||the|||assessment|||of|||species|||distribu- normal noYear noLongAuthorLine hyphen TOKEN-model m mo mod mode l el del odel others nonNum 4 no no lastName no no no TOKEN-assumptions a as ass assu s ns ons ions others nonNum 0 no no no no no no TOKEN-distribu- d di dis dist - u- bu- ibu- others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
tion|||in|||space.-Fac.|||of|||Geographical|||Sciences,|||Utrecht normal noYear noLongAuthorLine other TOKEN-tion t ti tio tion n on ion tion others nonNum 0 no no no no no no TOKEN-in i in in in n in in in others nonNum 4 no no lastName no no no TOKEN-Utrecht U Ut Utr Utre t ht cht echt InitCap nonNum 16 no no no no placeName no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
Univ.,|||Netherlands,|||Ph.D.|||thesis. normal noYear noLongAuthorLine period TOKEN-Univ., U Un Uni Univ , ., v., iv., InitCap nonNum 0 no no no no no no TOKEN-Netherlands, N Ne Net Neth , s, ds, nds, InitCap nonNum 16 no no no no placeName no TOKEN-thesis. t th the thes . s. is. sis. others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
Bojo´rquez,|||L.|||I.|||et|||al.|||1995.|||Identifying|||conservation|||priorities normal hasYear noLongAuthorLine other TOKEN-Bojo´rquez, B Bo Boj Bojo , z, ez, uez, InitCap nonNum 4 no no lastName no no no TOKEN-L. L L. L. L. . L. L. L. singleCap nonNum 0 no no no no no no TOKEN-priorities p pr pri prio s es ies ties others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
in|||Me´xico|||through|||GIS|||and|||modeling.-Ecol.|||Appl.|||5: normal noYear noLongAuthorLine colon TOKEN-in i in in in n in in in others nonNum 4 no no lastName no no no TOKEN-Me´xico M Me Me´ Me´x o co ico xico InitCap nonNum 16 no no no no placeName no TOKEN-5: 5 5: 5: 5: : 5: 5: 5: others 1dig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
215-231. normal noYear noLongAuthorLine period TOKEN-215-231. 2 21 215 215- . 1. 31. 231. others possiblePage 0 no no no no no no TOKEN-EMPTY E EM EMP EMPT Y TY PTY MPTY AllCap nonNum 0 no no no no no no TOKEN-215-231. 2 21 215 215- . 1. 31. 231. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
Boyce,|||M.|||S.|||et|||al.|||2002.|||Evaluating|||resource|||selection normal hasYear noLongAuthorLine other TOKEN-Boyce, B Bo Boy Boyc , e, ce, yce, InitCap nonNum 5 maleName no lastName no no no TOKEN-M. M M. M. M. . M. M. M. singleCap nonNum 0 no no no no no no TOKEN-selection s se sel sele n on ion tion others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
functions.-Ecol.|||Modell.|||157:|||281-300. normal noYear noLongAuthorLine period TOKEN-functions.-Ecol. f fu fun func . l. ol. col. others nonNum 0 no no no no no no TOKEN-Modell. M Mo Mod Mode . l. ll. ell. InitCap nonNum 0 no no no no no no TOKEN-281-300. 2 28 281 281- . 0. 00. 300. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
Brotons,|||L.|||et|||al.|||2004.|||Presence-absence|||versus|||presence-only normal hasYear noLongAuthorLine other TOKEN-Brotons, B Br Bro Brot , s, ns, ons, InitCap nonNum 0 no no no no no no TOKEN-L. L L. L. L. . L. L. L. singleCap nonNum 0 no no no no no no TOKEN-presence-only p pr pre pres y ly nly only others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
modelling|||methods|||for|||predicting|||bird|||habitat|||suitability. normal noYear noLongAuthorLine period TOKEN-modelling m mo mod mode g ng ing ling others nonNum 0 no no no no no no TOKEN-methods m me met meth s ds ods hods others nonNum 0 no no no no no no TOKEN-suitability. s su sui suit . y. ty. ity. others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
-Ecography|||27:|||437-448. normal noYear noLongAuthorLine period TOKEN--Ecography - -E -Ec -Eco y hy phy aphy InitCap nonNum 0 no no no no no no TOKEN-27: 2 27 27: 27: : 7: 27: 27: others 2dig 0 no no no no no no TOKEN-437-448. 4 43 437 437- . 8. 48. 448. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
Brown,|||J.|||and|||Lomolino,|||M.|||1998.|||Biogeography.-Sinauer. normal hasYear noLongAuthorLine period TOKEN-Brown, B Br Bro Brow , n, wn, own, InitCap nonNum 4 no no lastName no no no TOKEN-J. J J. J. J. . J. J. J. singleCap nonNum 4 no no lastName no no no TOKEN-Biogeography.-Sinauer. B Bi Bio Biog . r. er. uer. InitCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
Burgman,|||M.,|||Lindenmayer,|||D.|||B.|||and|||Elith,|||J.|||2005.|||Managing normal hasYear noLongAuthorLine other TOKEN-Burgman, B Bu Bur Burg , n, an, man, InitCap nonNum 4 no no lastName no no no TOKEN-M., M M. M., M., , ., M., M., singleCap nonNum 0 no no no no no no TOKEN-Managing M Ma Man Mana g ng ing ging InitCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
landscapes|||for|||conservation|||under|||uncertainty.-Ecology normal noYear noLongAuthorLine other TOKEN-landscapes l la lan land s es pes apes others nonNum 0 no no no no no no TOKEN-for f fo for for r or for for others nonNum 32 no no no no no publisherName TOKEN-uncertainty.-Ecology u un unc unce y gy ogy logy others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
86:|||2007-2017. normal hasYear noLongAuthorLine period TOKEN-86: 8 86 86: 86: : 6: 86: 86: others 2dig 0 no no no no no no TOKEN-2007-2017. 2 20 200 2007 . 7. 17. 017. others possiblePage 0 no no no no no no TOKEN-2007-2017. 2 20 200 2007 . 7. 17. 017. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
Burnham,|||K.|||P.|||and|||Anderson,|||D.|||R.|||2002.|||Model|||selection|||and normal hasYear noLongAuthorLine other TOKEN-Burnham, B Bu Bur Burn , m, am, ham, InitCap nonNum 20 no no lastName no placeName no TOKEN-K. K K. K. K. . K. K. K. singleCap nonNum 0 no no no no no no TOKEN-and a an and and d nd and and others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
inference:|||a|||practical|||information-theoretic|||approach,|||2nd normal noYear noLongAuthorLine other TOKEN-inference: i in inf infe : e: ce: nce: others nonNum 0 no no no no no no TOKEN-a a a a a a a a a others nonNum 32 no no no no no publisherName TOKEN-2nd 2 2n 2nd 2nd d nd 2nd 2nd others ordinal 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
ed.-Springer. normal noYear noLongAuthorLine period TOKEN-ed.-Springer. e ed ed. ed.- . r. er. ger. others nonNum 0 no no no no no no TOKEN-EMPTY E EM EMP EMPT Y TY PTY MPTY AllCap nonNum 0 no no no no no no TOKEN-ed.-Springer. e ed ed. ed.- . r. er. ger. others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
Busby,|||J.|||R.|||1991.|||BIOCLIM-a|||bioclimate|||analysis|||and normal hasYear noLongAuthorLine other TOKEN-Busby, B Bu Bus Busb , y, by, sby, InitCap nonNum 4 no no lastName no no no TOKEN-J. J J. J. J. . J. J. J. singleCap nonNum 4 no no lastName no no no TOKEN-and a an and and d nd and and others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
prediction|||system.-In:|||Margules,|||C.|||R.|||and|||Austin,|||M.|||P. normal noYear noLongAuthorLine period TOKEN-prediction p pr pre pred n on ion tion others nonNum 0 no no no no no no TOKEN-system.-In: s sy sys syst : n: In: -In: others nonNum 0 no no no no no no TOKEN-P. P P. P. P. . P. P. P. singleCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
(eds),|||Nature|||conservation:|||cost|||effective|||biological|||surveys normal noYear noLongAuthorLine other TOKEN-(eds), ( (e (ed (eds , ), s), ds), others nonNum 0 no no no no no no TOKEN-Nature N Na Nat Natu e re ure ture InitCap nonNum 0 no no no no no no TOKEN-surveys s su sur surv s ys eys veys others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
and|||data|||analysis.|||CSIRO,|||pp.|||64-68. normal noYear noLongAuthorLine period TOKEN-and a an and and d nd and and others nonNum 0 no no no no no no TOKEN-data d da dat data a ta ata data others nonNum 0 no no no no no no TOKEN-64-68. 6 64 64- 64-6 . 8. 68. -68. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
Carpenter,|||G.,|||Gillison,|||A.|||N.|||and|||Winter,|||J.|||1993.|||DOMAIN:|||a normal hasYear noLongAuthorLine other TOKEN-Carpenter, C Ca Car Carp , r, er, ter, InitCap nonNum 4 no no lastName no no no TOKEN-G., G G. G., G., , ., G., G., singleCap nonNum 32 no no no no no publisherName TOKEN-a a a a a a a a a others nonNum 32 no no no no no publisherName xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
flexible|||modelling|||procedure|||for|||mapping|||potential|||distribu- normal noYear noLongAuthorLine hyphen TOKEN-flexible f fl fle flex e le ble ible others nonNum 0 no no no no no no TOKEN-modelling m mo mod mode g ng ing ling others nonNum 0 no no no no no no TOKEN-distribu- d di dis dist - u- bu- ibu- others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
tions|||of|||plants|||and|||animals.-Biodiv.|||Conserv.|||2:|||667-680. normal noYear noLongAuthorLine period TOKEN-tions t ti tio tion s ns ons ions others nonNum 0 no no no no no no TOKEN-of o of of of f of of of others nonNum 48 no no no no placeName publisherName TOKEN-667-680. 6 66 667 667- . 0. 80. 680. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
Cawsey,|||E.|||M.,|||Austin,|||M.|||P.|||and|||Baker,|||B.|||L.|||2002.|||Regional normal hasYear noLongAuthorLine other TOKEN-Cawsey, C Ca Caw Caws , y, ey, sey, InitCap nonNum 0 no no no no no no TOKEN-E. E E. E. E. . E. E. E. singleCap nonNum 32 no no no no no publisherName TOKEN-Regional R Re Reg Regi l al nal onal InitCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
vegetation|||mapping|||in|||Australia:|||a|||case|||study|||in|||the normal noYear noLongAuthorLine other TOKEN-vegetation v ve veg vege n on ion tion others nonNum 0 no no no no no no TOKEN-mapping m ma map mapp g ng ing ping others nonNum 0 no no no no no no TOKEN-the t th the the e he the the others nonNum 32 no no no no no publisherName xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
practical|||use|||of|||statistical|||modelling.-Biodiv.|||Conserv. normal noYear noLongAuthorLine period TOKEN-practical p pr pra prac l al cal ical others nonNum 0 no no no no no no TOKEN-use u us use use e se use use others nonNum 0 no no no no no no TOKEN-Conserv. C Co Con Cons . v. rv. erv. InitCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
